date,day_of_week,meeting_type,location,present,absent,staff,source_url
"November 4, 2004",Thursday,Special,,Shelley Bradford Bell and Sue Lee,Michael J. Antonini,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1179.html
"November 18, 2004",Thursday,Regular,,"Dwight Alexander; Michael J. Antonini, Shelley Bradford Bell,",William L. Lee,"Gerald Green - Director of Planning; Larry Badiner - Zoning Administrator; Dan Sirois, Dan DiBartolo; Dan Sider; Jim Miller; Adam Light; Paul Lord; Lois Scott; David Alumbaugh; Dominick Argumedo; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1180.html
"November 29, 2004",Monday,Regular,,"Dwight Alexander; Michael J. Antonini, Shelley Bradford Bell,",None,Dean Macris - Interim Director of Planning; Larry Badiner - Zoning Administrator; Matt Snyder; Rick Crawford; Joan Kugler; Lea Kienker; Dan DiBartolo; Jonathan Purvis; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1181.html
"October 14, 2005",Thursday,regular,,"Shelley Bradford Bell, Sue Lee, Michael Antonini",,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1182.html
"October 21, 2004",Thursday,Regular,,"Dwight D. Alexander,",Sue Lee,Larry Badiner – Acing Director and Zoning Administrator; Jonathan Purvis; Dan DiBartolo; Dan Sider; Paul Lord; Steve Shotland; Dominick Argumedo; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1183.html
"October 28, 2004",Thursday,Regular,,"Dwight Alexander; Michael J. Antonini, Shelley Bradford Bell,",None,Gerald Green - Director of Planning; Larry Badiner - Zoning Administrator; Dan Sider; Paul Lord; Tina Tam; Michael Smith; Ben Fu; Thomas Wang; Dan DiBartolo; Geoffrey Nelson; Michael Li; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1184.html
"October 28, 2004",Thursday,Special,,"Antonini, Shelley Bradford Bell and Sue Lee",None,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1185.html
"October 14, 2004",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Kevin Hughes, Sue Lee, William L. Lee",Christina Olague,"Delvin Washington, Craig Nikitas; Carol Roos; Tina Tam; Matthew Snyder; May Woods; Dan Sider; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1186.html
"August 19, 2004",Thursday,regular,,"Sue Lee,",,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1187.html
"January 09, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",None,Gerald Green – Director; Larry Badiner -Zoning Administrator; Judy Boyajian – Deputy City Attorney; Jonathan Purvis; Jamilla Vollmann; Dan Sider; Carol Roos; Joan Kugler; Paul Lord; Rick Crawford; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1006.html
"January 16, 2003",Thursday,Regular,,Antonini; Boyd; Feldstein; Hughes; S. Lee; W. Lee,Bradford Bell,Gerald G. Green – Director of Planning; Larry Badiner – Zoning Administrator; Paul Lord; Mark Luellen; Ben Helber; Paul Maltzer; Mathew Snyder; Jim Miller; Adam Light; Kate McGee; Patricia Gerber – Transcription Secretary; Linda D. Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1007.html
"January 23, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",None,Gerald Green – Director; Larry Badiner -Zoning Administrator; Deputy City Attorney; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1008.html
"February 06, 2003",Tuesday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,","Lisa Feldstein, Sue Lee, William L. Lee","Gerald Green – Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles, Deputy City Attorney; Daniel Sirois; Jeffrey Tully; Adam Light; Daniel Sider; Jonathan Purvis; Tina Tam; Geoffrey Nelson; Jamilla Vollmann; Michael Li; Kay Simonson; Michael Smith; Glenn Cabreros; Winslow Hastie; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1009.html
"February 13, 2003",Tuesday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",None,"Gerald Green – Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles, Deputy City Attorney; Costolino Hogan; Diane Lim; Tammy Chan; Ben Fu; Glenn Cabreros; Tina Tam; Dario Jones; Matt Snyder; Sara Vellve; Dan Sider; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1010.html
"February 20, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",Lisa Feldstein,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; Ben Helber; Matt Snyder; Jonathan Purvis, Nora Priego - Transcription Secretary; Jonas Ionin - Acting Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1011.html
"March 06, 2003",Thursday,Regular,,"Michael J. Antonini; Rev. Edgar E. Boyd, Lisa Feldstein,",Shelley Bradford Bell,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; David Alumbaugh; Ken Rich; Kate McGee; Jamilla Vollmann; Geoffrey Nelson; Dan Sider; Ben Fu; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1012.html
"March 27, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Lisa Feldstein,",Rev. Edgar E. Boyd,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; Dan Sider; Sara Vellve; David Alumbaugh, John Billovits; Michael Li; Adam Light; Dan Sirois; Kelley Amdur; Carol Roos; Glen Cabreros; Rick Crawford; Ben Fu; Tom Wang; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1013.html
"March 20, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",None,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; Dan Sider; Sara Vellve; David Alumbaugh, John Billovits; Michael Li; Adam Light; Dan Sirois; Kelley Amdur; Carol Roos; Glen Cabreros; Rick Crawford; Ben Fu; Tom Wang; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1014.html
"April 03, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",None,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Jonas Ionin, Michael Li, Dominick Argumedo, Dan Sider, Geoffrey Nelson, Matt Snyder, Adam Light, Elane Tope, Jeffrey Tully, Glen Cabreros, Judy Boyajian, Deputy City Attorney; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1017.html
"April 10, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",None,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles, Deputy City Attorney; Carol Roos; Adam Light; Jonas Ionin; Matt Snyder; Kay Simonson; Geoffrey Nelson; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1018.html
"March 03, 2003",Monday,Special,,Antonini; Boyd; Feldstein; Hughes; Lee,Bradford Bell; W. Lee,Gerald G. Green - Planning Director; Larry Badiner - Zoning Administrator; Amit Ghosh; Miriam Chion; Nora Priego and Patricia Gerber - Transcription Secretaries; Linda D. Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1019.html
"April 24, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",None,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Judith Boyajian, Deputy City Attorney; Dan Sirois; Geoffrey Nelson; Joy Navarrete; Jonas Ionin; Joan Kugler; Paul Lord; Matt Snyder; Ben Fu; Mary Woods; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1020.html
"March 13, 2003",Thursday,REGULAR,,Bradford Bell; Antonini; Feldstein; Hughes; S. Lee; W. Lee,Boyd,Gerald G. Green - Director of Planning; Larry Badiner - Zoning Administrator; Dan Sider; Jonas Ionin; Charles Rivasplata; Glen Cabreros;,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1021.html
"May 15, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",Lisa Feldstein,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; John Paul Samaha; Matt Snyder; Jasper Rubin; Elaine Tope; Kate McGee; Ben Fu; Geoffrey Nelson; Glen Cabreros; Dan Sider; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1022.html
"May 01, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Rev. Edgar E. Boyd,",None,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles, Deputy City Attorney; John Paul Samaha; Paul Maltzer; Jonas Ionin; Matt Snyder; Mary Woods; Randall Dean; Adam Light; Sara Vellve; Tina Tam; Dan Dibartolo; Geoffrey Nelson; Dario Jones; Matt Snyder; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1023.html
"February 27, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael",None,Gerald Green - Director; Larry,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1024.html
"May 08, 2003",Thursday,Regular,,Bradford Bell; Antonini; Boyd; FeldsteinS. Lee; W. Lee,Hughes,Gerald G. Green - Director of Planning; Larry Badiner - Zoning Administrator; Adam Light; Isolde Wilson; Craig Nikitas; Dario Jones; Mathew Snyder; Kate McGee; Mary Woods; Rick Crawford; Linda D. Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1025.html
"May 22, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini; Lisa Feldstein, Kevin Hughes, Sue Lee, William L. Lee",Edgar E. Boyd,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles, Deputy City Attorney; John Paul Samaha; Amit Ghosh; Neil Hart; Max Putra-Tan; Joan Kugler; Leigh Kienker; Rick Crawford; Kelley Amdur; Sara Vellve; Jonathan Purvis; Matt Snyder; Michael Smith; Joy Navarrete; Mark Luellen; Glen Cabreros; Kate McGee; Mary Woods; Geoffrey Nelson; Kay Simonson; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1026.html
"June 05, 2003",Thursday,Regular,,"Shelley Bradford Bell, Edgar E. Boyd, Michael J. Antonini; Lisa Feldstein, Sue Lee, William L. Lee",Kevin Hughes,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; John Paul Samaha; Costolino Hogan; Diane Lim, Yvonne Ko, Jamilla Vollman; Paul Lord; Teresa Ojeda; Daniel Sider; Tina Tam; Ben Fu; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1027.html
"July 10, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee, William L. Lee",None,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; John Paul Samaha; Jonathan Purvis; Rana Ahmadi; Ben Helber; Matt Snyder; Kelley Amdur; Adam Light; Rick Crawford; Glen Cabreros; Mary Woods; Dan Dibartolo; Dan Sider; Michael Smith; Michael Li; Kate McGee; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1028.html
"July 17, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Kevin Hughes, Lisa Feldstein, Sue Lee, William L. Lee",None,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles, Deputy City Attorney; Amit Ghosh; David Alumbaugh; Joy Navarrete; Jim Miller, Mat Snyder; Jonas Ionin; Geoffrey Nelson; Mary Woods; Glenn Cabreros; Kate McGee; Rick Crawford; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1029.html
"July 21, 2003",Monday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Kevin Hughes, Lisa Feldstein, William L. Lee",Edgar E. Boyd and Sue Lee,Gerald Green - Director; Larry Badiner - Zoning Administrator; Susan Cleveland-Knowles - Deputy City Attorney; Amit Ghosh; David Alumbagh; Teresa Ojeda; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1030.html
"July 24, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Kevin Hughes, Lisa Feldstein, Sue Lee, William L. Lee",None,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles, Deputy City Attorney; Sara Vellve; Elaine Tope; Glenn Cabreros; Mary Woods; Joy Navarrete; Ben Helber; Matt Snyder; Michael Smith; Geoffrey Nelson; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1031.html
"June 12, 2003",Thursday,Regular,,"Shelley Bradford Bell, Edgar E. Boyd, Michael J. Antonini; Lisa Feldstein, Sue Lee, William L. Lee",Kevin Hughes,"Gerald Green - Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles, Deputy City Attorney; John Paul Samaha; Amit Ghosh; Teresa Ojeda; Geoffrey Nelson; Marion Chion; Rana Ahmadi; Adam Light; Dan Sider; Jonathan Purvis; Michael Smith; Mary Woods; Ben Fu; Glen Cabreros; Kate McGEe; Dan Dibartolo; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1032.html
"June 19, 2003",Thursday,Regular,,"Shelley Bradford Bell, Michael J. Antonini, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee",William L. Lee,Gerald Green - Director; Larry Badiner -Zoning Administrator; Susan Cleveland-Knowles - Deputy City Attorney; John Paul Samaha; Craig Nikitas; Dario Jones; Adam Light; Dan Sider; Ben Fu; Kate McGee; Tina Tam; Kay Simonson; Michael Smith; Mary Woods; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1033.html
"July 31, 2003",Thursday,Special,,"Michael J. Antonini, Edgar E. Boyd, Kevin Hughes, Lisa Feldstein,",Shelley Bradford Bell,Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian - Deputy City Attorney; Kay Simonson; Geoffrey Nelson; Ben Fu; Tom Wang; Tina Tam; Dario Jones; Carol Roos; Adam Light; David Alumbaugh; Matt Snyder; Mark Luellen; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1034.html
"June 26, 2003",Thursday,Joint,,"Michael J. Antonini, Rev. Edgar E. Boyd; Kevin Hughes; Sue Lee","Larry Martin, Gordon Chin, John Murray","Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; Stephen Shotland, Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1035.html
"June 26, 2003",Thursday,Regular,,"Michael J. Antonini, Edgar E. Boyd, Kevin Hughes, Sue Lee","Shelley Bradford Bell, Lisa Feldstein, William L. Lee","Gerald Green - Director; Larry Badiner -Zoning Administrator; Judy Boyajian, Deputy City Attorney; John Paul Samaha; Jonathan Purvis; Rana Ahmadi; Ben Helber; Matt Snyder; Kelley Amdur; Adam Light; Rick Crawford; Glen Cabreros; Mary Woods; Dan Dibartolo; Dan Sider; Michael Smith; Michael Li; Kate McGee; Patricia Gerber - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1036.html
"August 28, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Kevin Hughes, William L. Lee",Lisa Feldstein and Sue Lee,Larry Badiner - Acting Director; Jim Nixon - Acting Zoning Administrator; Susan Cleveland-Knowles - Deputy City Attorney; Matt Snyder; Michael Smith; Tina Tam; Jonathan Purvis; Dan Dibartolo; Dan Sirois; Jonas Ionin - Acting Commission Secretary (until 3:30 p.m.); Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1037.html
"September 04, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee William L. Lee",None,Larry Badiner - Acting Director; Jim Nixon - Acting Zoning Administrator; Elaine Warren - Deputy City Attorney; Ben Helber; Matt Snyder; Rick Crawford; Geoffrey Nelson; Glenn Cabreros; Michael Smith; Ben Fu; Kate McGee; Michael Lee; Paul Maltzer; Joan Kugler; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1038.html
"August 21, 2003",Thursday,Regular,,"Shelley Bradford Bell, Edgar E. Boyd, Michael J. Antonini, William L. Lee","Kevin Hughes, Lisa Feldstein, and Sue Lee",Larry Badiner -Acting Director/Zoning Administrator; Susan Cleveland-Knowles - Deputy City Attorney; Joan Kugler; Paul Lord; Craig Nikitas; Dan Sirois; Tom Wang; Michael Smith; Rick Crawford; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1039.html
"September 11, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Kevin Hughes, Sue Lee, William L. Lee",Lisa Feldstein,Larry Badiner - Acting Director; Jim Nixon - Acting Zoning Administrator; Elaine Warren - Deputy City Attorney; Ben Helber; Matt Snyder; Rick Crawford; Geoffrey Nelson; Glenn Cabreros; Michael Smith; Ben Fu; Kate McGee; Michael Lee; Paul Maltzer; Joan Kugler; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1040.html
"September 16, 2003",Thursday,Joint,,"Michael J. Antonini, Shelley Bradford Bell; Lisa Feldstein; Kevin Hughes; Sue Lee; William L. Lee",Boyd,Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Amit Ghosh; Bill Wacko; Judy Boyajian -- Deputy City Attorney; Patricia Gerber - Executive Secretary; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1041.html
"September 18, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Lisa Feldstein, Kevin Hughes, Sue Lee William L. Lee",Edgar E. Boyd,Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Judy Boyajian - Deputy City Attorney; Amit Ghosh; Delvin Washington; Craig Nikitas; Kelley Amdur; Adam Light; Matt Snyder; Rick Crawford; Dan Sirois; Jim Miller; Patricia Gerber; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1042.html
"September 25, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Lisa Feldstein, Kevin Hughes, Sue Lee William L. Lee","William L. Lee, Edgar E. Boyd",Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Judy Boyajian - Deputy City Attorney; Jonathan Purvis; Paul Lord; Ben Fu; Geoffrey Nelson; Elaine Tope; Rick Crawford; Glenn Cabreros; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1043.html
"October 02, 2003",Thursday,Joint,,"Michael J. Antonini, Shelley Bradford Bell; Edgar E. Boyd, Lisa Feldstein; Kevin Hughes; Sue Lee; William L. Lee",Boyd,"Larry Badiner - Acting Director of Planning; Kate Stacey -- Deputy City Attorney; Ann Marie Conroy - Treasure Island Development Authority; Steven Crown - Deputy Director, Treasure Island Development Authority; Rick Cooper, Patricia Gerber - Executive Secretary; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1044.html
"October 02, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee William L. Lee William L. Lee",None,"Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Judy Boyajian - Deputy City Attorney; Miriam Chion, Teresa Ojeda, Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1045.html
"October 16, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Lisa Feldstein, Kevin Hughes, Sue Lee, William L. Lee",Edgar E. Boyd,"Gerald Green - Director of Planning; Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Judy Boyajian - Deputy City Attorney; Amit Ghosh; Paul Maltzer; Miriam Chion; Rachna; Susan Exline, Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1046.html
"October 23, 2003",Thursday,Regular,,"Michael J. Antonini, Lisa Feldstein, Kevin Hughes, Sue Lee, William L. Lee",Shelley Bradford Bell and Edgar E. Boyd,"Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Judy Boyajian - Deputy City Attorney; Craig Nikitas, Michael Li, Stella Esver, Jonathan Purvis, Sara Vellve, Isolde Wilson; Max Putra, Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1047.html
"November 06, 2003",Thursday,Regular,,"Michael J. Antonini, Lisa Feldstein, Kevin Hughes, Sue Lee","Shelley Bradford Bell, Edgar E. Boyd, and William L. Lee",Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Rick Crawford; Mary Woods; Glenn Cabreros; Michael Li; Michael Li; Craig Nikitas; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1048.html
"November 13, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee",William L. Lee,Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Nora Priego - Transcription Secretary; Jonas Ionin - Acting Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1049.html
"November 20, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee, William L. Lee",None,"Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Diane Lim, Costolino Hogan, Geoffrey Nelson, Tom Wang, Paul Lord, Dario Jones, Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1050.html
"December 04, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Lisa Feldstein, Kevin Hughes, Sue Lee, William L. Lee",Edgar E. Boyd,Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Amit Ghosh; David Alumbaugh; Steven Shotland; Marshall Foster; Joshua Switzky; Jim Miller; Max Putra; Mary Woods; Glen Cabreros; Geoffrey Nelson; Nora Priego - Transcription Secretary; Linda Avery -- Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1051.html
"December 11, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee, William L. Lee",None,Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Sara Vellve; Kate McGee; Elaine Tope; Dan DiBartolo; Glen Cabreros; Jonathan Purvis; Kelley Amdur; Craig Nikitas; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1052.html
