county_name,"house totalvotes, 2020","house dem votecount, 2020","house rep votecount, 2020",dem_pct_house_2020,rep_pct_house_2020,state,"house totalvotes, 2024","house dem votecount, 2024","house rep votecount, 2024"
daviess,3845.0,638.0,3125.0,0.1659297789336801,0.812743823146944,missouri,3836.0,624.0,3116.0
davis,3931.0,1129.0,2795.0,0.2872042737216993,0.7110150089035868,iowa,3826.0,935.0,2881.0
davis,165934.0,48511.0,114604.0,0.29235117576867914,0.6906601419841624,utah,163994.0,45821.0,107263.0
davison,8170.0,,7101.0,,0.869155446756426,south dakota,9065.0,1934.0,7131.0
dawes,4031.0,892.0,2975.0,0.22128504093277102,0.7380302654428181,nebraska,3766.0,848.0,2918.0
dawson,15736.0,2310.0,13426.0,0.14679715302491103,0.853202846975089,georgia,19185.0,2924.0,16261.0
dawson,4800.0,1161.0,3639.0,0.241875,0.758125,montana,4488.0,860.0,3628.0
dawson,9010.0,1946.0,6783.0,0.21598224195338514,0.7528301886792453,nebraska,8351.0,1781.0,6570.0
dawson,3553.0,821.0,2683.0,0.2310723332395159,0.7551365043625106,texas,3298.0,0.0,2782.0
day,2821.0,,2336.0,,0.8280751506557958,south dakota,2905.0,787.0,2118.0
de baca,880.0,269.0,615.0,0.30568181818181817,0.6988636363636364,new mexico,833.0,219.0,614.0
de kalb,4775.0,820.0,3840.0,0.17172774869109947,0.8041884816753927,missouri,,,
de soto,13971.0,4702.0,9269.0,0.33655429103142226,0.6634457089685778,louisiana,13126.0,2698.0,9035.0
de witt,8083.0,2084.0,5822.0,0.257825064951132,0.7202771248298899,illinois,6419.0,0.0,6419.0
deaf smith,4538.0,1267.0,3206.0,0.2791978845306302,0.7064786249449097,texas,3545.0,0.0,3545.0
dearborn,,,,,,indiana,26377.0,4884.0,20813.0
decatur,11381.0,5128.0,6253.0,0.4505755206045163,0.5494244793954837,georgia,11367.0,4768.0,6599.0
decatur,12205.0,2279.0,9518.0,0.18672675133142155,0.7798443260958624,indiana,11663.0,2069.0,9201.0
decatur,3571.0,1215.0,2347.0,0.34024082889946794,0.6572388686642398,iowa,3584.0,1073.0,2489.0
decatur,1487.0,230.0,1257.0,0.1546738399462004,0.8453261600537996,kansas,1378.0,149.0,1229.0
decatur,4872.0,784.0,3995.0,0.16091954022988506,0.819991789819376,tennessee,5150.0,848.0,4224.0
deer lodge,4867.0,2831.0,2036.0,0.5816724881857407,0.4183275118142593,montana,4879.0,2590.0,2092.0
defiance,19176.0,5152.0,14024.0,0.2686691697955778,0.7313308302044222,ohio,18462.0,5679.0,11981.0
dekalb,29449.0,4453.0,24460.0,0.1512105674216442,0.8305884749906618,alabama,26037.0,0.0,25753.0
dekalb,363163.0,302261.0,60902.0,0.8323011980846067,0.16769880191539335,georgia,358657.0,293643.0,65014.0
dekalb,47221.0,23676.0,23545.0,0.5013870947248047,0.49861290527519536,illinois,46534.0,23693.0,22748.0
dekalb,19321.0,4691.0,14630.0,0.24279281610682676,0.7572071838931732,indiana,19041.0,4581.0,13759.0
dekalb,,,,,,missouri,4740.0,763.0,3835.0
dekalb,7552.0,1586.0,5806.0,0.210010593220339,0.768802966101695,tennessee,8506.0,1505.0,7001.0
del norte,11192.0,5103.0,6089.0,0.4559506790564689,0.5440493209435311,california,10271.0,4445.0,5826.0
delaware,47587.0,19646.0,26240.0,0.4128438439069494,0.551411099670078,indiana,43964.0,17592.0,23946.0
delaware,9896.0,3280.0,6608.0,0.3314470493128537,0.6677445432497979,iowa,10008.0,2570.0,7044.0
delaware,23069.0,8998.0,11528.0,0.39004724955568076,0.49971823659456416,new york,21916.0,8795.0,13097.0
delaware,123716.0,50212.0,70080.0,0.4058650457499434,0.5664586633903457,ohio,128362.0,57117.0,71245.0
delaware,17143.0,3286.0,13409.0,0.19168173598553345,0.7821851484570962,oklahoma,17825.0,3406.0,13752.0
delaware,323706.0,201405.0,122301.0,0.6221849455987841,0.37781505440121593,pennsylvania,323976.0,203876.0,120100.0
delta,19145.0,5723.0,12937.0,0.2989292243405589,0.6757377905458344,colorado,19087.0,6171.0,12032.0
delta,20874.0,6893.0,13719.0,0.3302194117083453,0.6572290888186261,michigan,21526.0,7474.0,13476.0
delta,2470.0,366.0,2065.0,0.14817813765182186,0.8360323886639676,texas,2586.0,369.0,2217.0
dent,7080.0,1042.0,5884.0,0.14717514124293785,0.8310734463276837,missouri,6978.0,1010.0,5775.0
denton,408503.0,164373.0,234625.0,0.40237892989769963,0.5743531871246967,texas,415121.0,148679.0,258304.0
denver,372988.0,290197.0,72356.0,0.7780330734500842,0.1939901551792551,colorado,342977.0,262696.0,73904.0
des moines,18971.0,9268.0,9641.0,0.4885351325707659,0.5081967213114754,iowa,18361.0,8874.0,9433.0
deschutes,126550.0,55654.0,61790.0,0.4397787435796128,0.48826550770446464,oregon,123649.0,60737.0,55373.0
desha,3161.0,,3161.0,,1.0,arkansas,3379.0,1477.0,1843.0
desoto,12731.0,4050.0,8171.0,0.31812112167151047,0.6418191815254104,florida,12029.0,3455.0,8574.0
desoto,75093.0,27255.0,47838.0,0.36294994207183096,0.637050057928169,mississippi,77826.0,29065.0,48761.0
deuel,1014.0,105.0,872.0,0.10355029585798817,0.8599605522682445,nebraska,991.0,126.0,865.0
deuel,2299.0,,2005.0,,0.8721183123096998,south dakota,2260.0,404.0,1856.0
dewey,2354.0,185.0,2169.0,0.07858963466440103,0.921410365335599,oklahoma,0.0,0.0,0.0
dewey,1758.0,,1065.0,,0.60580204778157,south dakota,1838.0,894.0,944.0
dewitt,7781.0,1335.0,6300.0,0.171571777406503,0.8096645675363063,texas,7707.0,1184.0,6523.0
dickens,960.0,123.0,828.0,0.128125,0.8625,texas,843.0,0.0,843.0
dickenson,6079.0,,5802.0,,0.9544332949498273,virginia,6861.0,1555.0,5294.0
dickey,2405.0,,1796.0,,0.7467775467775468,north dakota,2399.0,603.0,1795.0
dickinson,10791.0,3575.0,7205.0,0.3312945973496432,0.6676860346585117,iowa,10912.0,2903.0,7974.0
dickinson,9179.0,2114.0,7065.0,0.23030831245233685,0.7696916875476632,kansas,8823.0,1659.0,7164.0
dickinson,14411.0,4322.0,9893.0,0.29990979113177435,0.6864894871972799,michigan,15113.0,4733.0,9963.0
dickson,12751.0,12751.0,,1.0,,tennessee,24190.0,6029.0,17672.0
dillon,13054.0,6337.0,6710.0,0.4854450743067259,0.514018691588785,south carolina,11336.0,5056.0,6269.0
dimmit,3568.0,2242.0,1248.0,0.6283632286995515,0.34977578475336324,texas,3013.0,1502.0,1511.0
dinwiddie,14803.0,6288.0,8495.0,0.4247787610619469,0.5738701614537594,virginia,15359.0,6055.0,9273.0
divide,1192.0,,913.0,,0.7659395973154363,north dakota,1173.0,258.0,913.0
dixie,8206.0,,6993.0,,0.8521813307336096,florida,8025.0,1108.0,6917.0
dixon,2971.0,568.0,2298.0,0.19118142039717267,0.7734769437899697,nebraska,2759.0,500.0,2259.0
doddridge,2975.0,483.0,2492.0,0.1623529411764706,0.8376470588235294,west virginia,2803.0,383.0,2420.0
dodge,7790.0,1965.0,5825.0,0.2522464698331194,0.7477535301668806,georgia,8001.0,1672.0,6329.0
dodge,12000.0,,6797.0,,0.5664166666666667,minnesota,12177.0,3847.0,8319.0
dodge,16636.0,4577.0,11551.0,0.275126232267372,0.6943375811493148,nebraska,15926.0,4639.0,11287.0
dodge,47487.0,16019.0,31468.0,0.33733442836986965,0.6626655716301304,wisconsin,48459.0,15045.0,33414.0
dolores,1414.0,319.0,1063.0,0.2256011315417256,0.7517680339462518,colorado,1388.0,344.0,992.0
dona ana,80941.0,49417.0,31694.0,0.6105311276114701,0.3915691676653365,new mexico,,,
doniphan,3593.0,651.0,2807.0,0.18118563874199833,0.7812413025327025,kansas,3466.0,593.0,2723.0
donley,1626.0,178.0,1419.0,0.10947109471094711,0.8726937269372693,texas,1455.0,0.0,1455.0
dooly,3982.0,1994.0,1988.0,0.5007533902561527,0.4992466097438473,georgia,4077.0,2095.0,1982.0
door,20040.0,8778.0,11255.0,0.4380239520958084,0.5616267465069861,wisconsin,20566.0,10579.0,9970.0
dorchester,15689.0,6375.0,9294.0,0.4063356491809548,0.5923895723118108,maryland,16418.0,6305.0,9709.0
dorchester,77084.0,36424.0,40427.0,0.4725234808780032,0.5244538425613616,south carolina,75727.0,31468.0,43490.0
dougherty,34878.0,25428.0,9450.0,0.7290555651126784,0.2709444348873215,georgia,33710.0,24658.0,9052.0
douglas,226005.0,92492.0,126976.0,0.40924758301807485,0.5618282781354395,colorado,237122.0,113134.0,114340.0
douglas,67868.0,43308.0,24560.0,0.6381210585253728,0.36187894147462724,georgia,69793.0,45941.0,23852.0
douglas,8808.0,2225.0,6412.0,0.2526112624886467,0.7279745685740237,illinois,0.0,0.0,0.0
douglas,58894.0,38395.0,18005.0,0.6519339830882602,0.3057187489387714,kansas,55542.0,38121.0,16969.0
douglas,23743.0,,13939.0,,0.5870782967611506,minnesota,24294.0,7034.0,17210.0
douglas,6839.0,941.0,5771.0,0.13759321538236585,0.8438368182482819,missouri,7060.0,879.0,6001.0
douglas,274309.0,133827.0,132230.0,0.4878695194105917,0.48204761783244443,nebraska,271672.0,140993.0,130679.0
douglas,33437.0,10388.0,22363.0,0.3106738044681042,0.6688100008972097,nevada,33904.0,0.0,22186.0
douglas,65038.0,20951.0,41400.0,0.32213475199114366,0.6365509394507827,oregon,59575.0,17150.0,40181.0
douglas,1674.0,,1568.0,,0.9366786140979689,south dakota,1619.0,157.0,1462.0
douglas,20795.0,7169.0,13604.0,0.3447463332531859,0.65419572012503,washington,19625.0,152.0,10058.0
douglas,24249.0,13266.0,10962.0,0.5470741061487072,0.45205987875788695,wisconsin,24462.0,12639.0,11799.0
doña ana,,,,,,new mexico,83719.0,48358.0,35361.0
drew,6838.0,2221.0,4447.0,0.3248025738520035,0.6503363556595496,arkansas,6219.0,1901.0,4318.0
dubois,,,,,,indiana,21003.0,5230.0,15013.0
dubuque,52859.0,26541.0,26263.0,0.5021093853459203,0.4968501106717872,iowa,51012.0,21143.0,29233.0
duchesne,7903.0,817.0,7065.0,0.10337846387447805,0.8939643173478425,utah,8673.0,893.0,7780.0
dukes,12873.0,9815.0,2434.0,0.7624485356948653,0.1890779150159248,massachusetts,11850.0,9047.0,2795.0
dundy,986.0,73.0,893.0,0.07403651115618662,0.9056795131845842,nebraska,902.0,74.0,828.0
dunklin,10181.0,2074.0,7978.0,0.2037127983498674,0.7836165406148708,missouri,9785.0,1682.0,7936.0
dunn,2329.0,,1948.0,,0.8364104765993989,north dakota,2196.0,322.0,1866.0
dunn,23283.0,10667.0,12616.0,0.4581454279946742,0.5418545720053258,wisconsin,25025.0,11264.0,13761.0
dupage,491067.0,275311.0,152076.0,0.5606383650296192,0.30968482915773204,illinois,451291.0,253464.0,197140.0
duplin,22086.0,8452.0,13634.0,0.38268586434845603,0.6173141356515439,north carolina,19488.0,0.0,15519.0
durham,177497.0,143900.0,33597.0,0.8107179276269458,0.1892820723730542,north carolina,178037.0,143234.0,31381.0
dutchess,151887.0,73039.0,55211.0,0.48087723109943575,0.3635004970800661,new york,143178.0,76669.0,65792.0
duval,495840.0,252809.0,233045.0,0.5098600354953211,0.47000040335592125,florida,457253.0,219003.0,238204.0
duval,4533.0,2815.0,1642.0,0.6210015442311935,0.36223251709684534,texas,3976.0,2591.0,1385.0
dyer,14088.0,2694.0,11135.0,0.19122657580919933,0.7903889835320841,tennessee,13274.0,2165.0,10839.0
eagle,28521.0,17570.0,10105.0,0.6160373058448161,0.354300340100277,colorado,26486.0,16335.0,9543.0
early,5077.0,2643.0,2434.0,0.5205830214693716,0.4794169785306283,georgia,4803.0,2290.0,2513.0
east baton rouge,199685.0,89469.0,102656.0,0.4480506798207176,0.5140896912637404,louisiana,186469.0,89057.0,73154.0
east carroll,2724.0,1566.0,1158.0,0.5748898678414097,0.4251101321585903,louisiana,2047.0,933.0,1048.0
east feliciana,9476.0,3430.0,5918.0,0.36196707471506967,0.6245251160827353,louisiana,9520.0,3320.0,5230.0
eastland,8020.0,899.0,6979.0,0.11209476309226933,0.8701995012468828,texas,7553.0,0.0,7474.0
eaton,60854.0,28268.0,32586.0,0.4645216419627305,0.5354783580372695,michigan,63840.0,28952.0,32710.0
eau claire,57512.0,33210.0,24260.0,0.5774447071915426,0.4218250104326054,wisconsin,61791.0,35422.0,26274.0
echols,1378.0,149.0,1229.0,0.1081277213352685,0.8918722786647315,georgia,1375.0,114.0,1261.0
ector,43330.0,10501.0,31848.0,0.24234941149319178,0.7350103854142627,texas,36142.0,0.0,36142.0
eddy,22605.0,6001.0,16645.0,0.2654722406547224,0.7363415173634151,new mexico,22854.0,5932.0,16922.0
eddy,1246.0,,874.0,,0.7014446227929374,north dakota,1195.0,323.0,867.0
edgar,8251.0,1916.0,6140.0,0.2322142770573264,0.7441522239728517,illinois,6643.0,0.0,6643.0
edgecombe,25262.0,16138.0,9124.0,0.6388251128176708,0.3611748871823292,north carolina,24236.0,15017.0,8641.0
edgefield,13291.0,4859.0,8428.0,0.36558573470769695,0.6341133097584832,south carolina,13578.0,4345.0,8944.0
edmonson,6062.0,953.0,4992.0,0.15720884196634774,0.8234905971626526,kentucky,6186.0,1035.0,5151.0
edmunds,1925.0,,1741.0,,0.9044155844155845,south dakota,2003.0,302.0,1701.0
edwards,3201.0,458.0,2743.0,0.1430802874101843,0.8569197125898157,illinois,0.0,0.0,0.0
edwards,1412.0,225.0,1187.0,0.15934844192634562,0.8406515580736544,kansas,1229.0,179.0,1050.0
edwards,999.0,154.0,833.0,0.15415415415415415,0.8338338338338338,texas,916.0,106.0,810.0
effingham,30837.0,7160.0,23677.0,0.2321886045983721,0.7678113954016279,georgia,35477.0,8090.0,27387.0
effingham,18462.0,3592.0,14870.0,0.19456180262160114,0.8054381973783988,illinois,18775.0,3403.0,15372.0
el dorado,115307.0,51597.0,63710.0,0.44747500151768754,0.5525249984823124,california,109128.0,44306.0,64822.0
el paso,371128.0,141402.0,210639.0,0.381006014097562,0.567564290487379,colorado,367478.0,149083.0,201963.0
el paso,262210.0,170884.0,90295.0,0.6517066473437321,0.3443613897257923,texas,240317.0,140840.0,99321.0
elbert,18522.0,3807.0,14144.0,0.2055393586005831,0.7636324371018248,colorado,19790.0,4955.0,13938.0
elbert,8905.0,2687.0,6218.0,0.3017405951712521,0.6982594048287479,georgia,9287.0,2391.0,6896.0
elk,1337.0,187.0,1150.0,0.13986537023186238,0.8601346297681376,kansas,1295.0,165.0,1130.0
elk,16750.0,4155.0,12595.0,0.2480597014925373,0.7519402985074627,pennsylvania,17013.0,3912.0,13101.0
elkhart,74527.0,25223.0,49304.0,0.33844110188253923,0.6615588981174608,indiana,69786.0,21881.0,46579.0
elko,21550.0,4172.0,16249.0,0.19359628770301623,0.7540139211136891,nevada,21460.0,0.0,15748.0
elliott,2864.0,794.0,2070.0,0.2772346368715084,0.7227653631284916,kentucky,2148.0,0.0,2148.0
ellis,13540.0,3847.0,9693.0,0.28412112259970457,0.7158788774002954,kansas,12966.0,3068.0,9898.0
ellis,1863.0,146.0,1717.0,0.07836822329575953,0.9216317767042405,oklahoma,0.0,0.0,0.0
ellis,84137.0,24595.0,56889.0,0.29232085764883464,0.676147236055481,texas,95403.0,30759.0,64644.0
ellsworth,2822.0,680.0,2142.0,0.24096385542168675,0.7590361445783133,kansas,2663.0,486.0,2177.0
elmore,41144.0,10029.0,30572.0,0.24375364573206298,0.7430488041998833,alabama,41055.0,9672.0,31355.0
elmore,9987.0,2237.0,7254.0,0.22399118854510863,0.7263442475217783,idaho,10371.0,2225.0,7391.0
emanuel,9180.0,2614.0,6566.0,0.28474945533769064,0.7152505446623094,georgia,9288.0,2309.0,6979.0
emery,4680.0,478.0,4075.0,0.10213675213675213,0.8707264957264957,utah,4877.0,554.0,4323.0
emmet,4652.0,1565.0,3084.0,0.336414445399828,0.6629406706792778,iowa,4554.0,1215.0,3330.0
emmet,21891.0,8496.0,13069.0,0.38810470056187474,0.5970033347037595,michigan,22569.0,9532.0,12460.0
emmons,1980.0,,1736.0,,0.8767676767676768,north dakota,1864.0,277.0,1567.0
emporia city,2304.0,1574.0,728.0,0.6831597222222222,0.3159722222222222,virginia,,,
erath,16422.0,2640.0,13413.0,0.1607599561563756,0.8167701863354038,texas,15323.0,0.0,15301.0
erie,476772.0,247622.0,160546.0,0.5193719429832289,0.33673537875546383,new york,422428.0,236895.0,185073.0
erie,39501.0,19344.0,19955.0,0.48970912128806865,0.5051770841244525,ohio,38461.0,17364.0,19680.0
erie,134006.0,68424.0,65582.0,0.5106040028058445,0.4893959971941555,pennsylvania,132256.0,62766.0,69490.0
escambia,15927.0,4983.0,10687.0,0.31286494631757394,0.670998932630125,alabama,14670.0,3904.0,10755.0
escambia,171640.0,73582.0,93078.0,0.42869960382195293,0.5422861803775344,florida,160350.0,68741.0,91609.0
esmeralda,463.0,68.0,385.0,0.1468682505399568,0.8315334773218143,nevada,402.0,68.0,317.0
essex,424599.0,284973.0,102187.0,0.671157963160535,0.24066707646508823,massachusetts,307034.0,300063.0,0.0
essex,331010.0,255468.0,70840.0,0.7717833298087671,0.21401166127911544,new jersey,299615.0,218213.0,74054.0
essex,19473.0,8583.0,8997.0,0.44076413495609307,0.46202434139577875,new york,18232.0,8716.0,9508.0
essex,3317.0,1485.0,1438.0,0.447693699125716,0.4335242689176967,vermont,3192.0,1253.0,1439.0
essex,6093.0,2704.0,3385.0,0.44378795338913507,0.5555555555555556,virginia,5998.0,2510.0,3477.0
estill,6531.0,1336.0,5125.0,0.20456285408053898,0.7847190323074568,kentucky,6224.0,1091.0,5133.0
etowah,47868.0,11369.0,35914.0,0.2375073117740453,0.7502715801788251,alabama,37257.0,0.0,36720.0
eureka,984.0,93.0,849.0,0.09451219512195122,0.8628048780487805,nevada,994.0,0.0,825.0
evangeline,13607.0,3094.0,10513.0,0.22738296465054753,0.7726170353494525,louisiana,12105.0,0.0,10829.0
evans,4116.0,1217.0,2899.0,0.2956754130223518,0.7043245869776482,georgia,4095.0,1049.0,3046.0
fairfax,591069.0,406702.0,182261.0,0.6880787183899003,0.30835824582239973,virginia,577213.0,382726.0,186198.0
fairfax city,13175.0,8972.0,4156.0,0.6809867172675522,0.3154459203036053,virginia,,,
fairfield,461088.0,279998.0,170994.0,0.6072550142272191,0.370848948573808,connecticut,439150.0,261863.0,172088.0
fairfield,80830.0,25825.0,54998.0,0.31949771124582454,0.6804156872448348,ohio,79751.0,28760.0,50991.0
fairfield,12097.0,7315.0,4770.0,0.6046953790195916,0.39431263949739603,south carolina,10638.0,5762.0,4863.0
fall river,3877.0,,3142.0,,0.8104204281661078,south dakota,4161.0,889.0,3272.0
fallon,1563.0,251.0,1312.0,0.16058861164427382,0.8394113883557262,montana,1455.0,156.0,1299.0
falls,6019.0,1771.0,4149.0,0.29423492274464197,0.6893171623193222,texas,6177.0,1624.0,4553.0
falls church city,8727.0,6999.0,1708.0,0.8019938123066346,0.1957144494098774,virginia,,,
fannin,14357.0,2397.0,11960.0,0.16695688514313575,0.8330431148568642,georgia,15554.0,2390.0,13164.0
fannin,14524.0,2398.0,11825.0,0.16510603139630955,0.8141696502340953,texas,16088.0,2432.0,13656.0
faribault,7851.0,,4601.0,,0.5860399949051076,minnesota,7638.0,2214.0,5418.0
faulk,1155.0,,1065.0,,0.922077922077922,south dakota,1096.0,168.0,928.0
faulkner,54296.0,19017.0,35279.0,0.3502467953440401,0.6497532046559599,arkansas,53651.0,18048.0,35603.0
fauquier,43187.0,17054.0,26018.0,0.39488735036006206,0.6024498112858035,virginia,43805.0,16073.0,27662.0
fayette,8815.0,1360.0,7302.0,0.1542824730572887,0.8283607487237663,alabama,7296.0,0.0,7245.0
fayette,70372.0,30790.0,39582.0,0.4375319729437845,0.5624680270562156,georgia,73860.0,34525.0,39335.0
fayette,10169.0,1880.0,7968.0,0.18487560232077885,0.7835578719638115,illinois,8415.0,0.0,8336.0
fayette,,,,,,indiana,9436.0,2011.0,7117.0
fayette,10086.0,4099.0,5984.0,0.40640491770771364,0.5932976402934761,iowa,9678.0,3070.0,6471.0
fayette,153116.0,81409.0,69158.0,0.5316818621176101,0.45167062880430525,kentucky,138961.0,70525.0,68436.0
fayette,12160.0,2601.0,9559.0,0.21389802631578947,0.7861019736842105,ohio,11954.0,2433.0,9521.0
fayette,60434.0,20712.0,39722.0,0.3427209848760631,0.6572790151239368,pennsylvania,56342.0,18142.0,38200.0
fayette,21625.0,5766.0,15502.0,0.266635838150289,0.7168554913294798,tennessee,22162.0,5458.0,16303.0
fayette,12771.0,2450.0,10186.0,0.19184088951530812,0.797588285960379,texas,13057.0,2156.0,10689.0
fayette,15920.0,5346.0,10574.0,0.33580402010050253,0.6641959798994975,west virginia,14807.0,4064.0,9569.0
fentress,7786.0,998.0,6653.0,0.12817878243000258,0.854482404315438,tennessee,8955.0,1029.0,7926.0
fergus,6468.0,1753.0,4715.0,0.27102659245516386,0.7289734075448361,montana,6614.0,1482.0,5132.0
ferry,4273.0,1292.0,2966.0,0.30236367891411187,0.6941259068570091,washington,4048.0,1194.0,2851.0
fillmore,11961.0,,6294.0,,0.526210183095059,minnesota,12094.0,4170.0,7918.0
fillmore,3063.0,497.0,2460.0,0.1622592229840026,0.8031341821743389,nebraska,2941.0,522.0,2419.0
finney,11570.0,4581.0,6989.0,0.39593777009507347,0.6040622299049265,kansas,10100.0,2984.0,7116.0
fisher,1806.0,326.0,1451.0,0.1805094130675526,0.8034330011074197,texas,1723.0,0.0,1524.0
flagler,72224.0,26257.0,43346.0,0.3635495126273815,0.6001606114311032,florida,77325.0,26244.0,51079.0
flathead,59697.0,21271.0,38426.0,0.35631606278372446,0.6436839372162755,montana,63246.0,20801.0,40681.0
fleming,7059.0,1902.0,5077.0,0.26944326391840207,0.7192236860745148,kentucky,6914.0,1265.0,5649.0
florence,64549.0,30150.0,34310.0,0.4670870191637361,0.5315341833335915,south carolina,58834.0,26058.0,32603.0
florence,2901.0,752.0,2149.0,0.2592209582902447,0.7407790417097553,wisconsin,3076.0,731.0,2345.0
floyd,39289.0,11278.0,28011.0,0.2870523556211662,0.7129476443788337,georgia,43741.0,14685.0,29056.0
floyd,,,,,,indiana,40758.0,15941.0,23841.0
floyd,7735.0,3244.0,4478.0,0.4193923723335488,0.5789269553975437,iowa,7379.0,2395.0,4815.0
floyd,16245.0,3265.0,12980.0,0.20098491843644198,0.799015081563558,kentucky,12268.0,0.0,12268.0
floyd,1987.0,379.0,1580.0,0.19073980875691998,0.7951685958731757,texas,1981.0,0.0,1731.0
floyd,7826.0,,6979.0,,0.8917710196779964,virginia,9587.0,2957.0,6618.0
fluvanna,15742.0,7943.0,7756.0,0.5045737517469191,0.49269470207089316,virginia,16501.0,7438.0,8983.0
foard,514.0,95.0,415.0,0.18482490272373542,0.8073929961089494,texas,438.0,0.0,438.0
fond du lac,56367.0,20191.0,36176.0,0.35820604254262245,0.6417939574573776,wisconsin,56288.0,18200.0,38047.0
ford,7006.0,1366.0,5451.0,0.19497573508421354,0.778047387953183,illinois,6137.0,1151.0,4986.0
ford,8612.0,2981.0,5631.0,0.346144914073386,0.653855085926614,kansas,7808.0,2192.0,5616.0
forest,2618.0,684.0,1934.0,0.2612681436210848,0.7387318563789153,pennsylvania,2633.0,647.0,1986.0
forest,4991.0,1777.0,3212.0,0.35604087357243036,0.6435584051292326,wisconsin,5028.0,1541.0,3484.0
forrest,23635.0,,23635.0,,1.0,mississippi,28272.0,10641.0,17631.0
forsyth,126822.0,39074.0,87748.0,0.30810111810253743,0.6918988818974626,georgia,136348.0,40173.0,96175.0
forsyth,195612.0,109859.0,85753.0,0.5616168742203955,0.43838312577960453,north carolina,190677.0,80390.0,86137.0
fort bend,344388.0,174655.0,158915.0,0.5071460097332079,0.4614417459377214,texas,333409.0,172357.0,161052.0
foster,1747.0,,1391.0,,0.7962220950200344,north dakota,1685.0,337.0,1344.0
fountain,,,,,,indiana,7888.0,1413.0,6263.0
franklin,12665.0,2127.0,10253.0,0.16794315041452823,0.8095538886695618,alabama,10576.0,0.0,10496.0
franklin,7040.0,1171.0,5689.0,0.16633522727272726,0.8080965909090909,arkansas,6785.0,1085.0,5700.0
franklin,6899.0,,5220.0,,0.7566313958544717,florida,6668.0,1730.0,4938.0
franklin,10568.0,1470.0,9098.0,0.13909916729750188,0.8609008327024981,georgia,11834.0,1432.0,10402.0
franklin,6587.0,493.0,5803.0,0.07484439046606953,0.8809776833156217,idaho,6886.0,519.0,5838.0
franklin,18790.0,4518.0,13927.0,0.24044704630122404,0.7411921234699308,illinois,17469.0,3995.0,13474.0
franklin,11803.0,1988.0,9352.0,0.16843175463865118,0.7923409302719647,indiana,11492.0,1843.0,9415.0
franklin,4893.0,1634.0,3249.0,0.33394645411812796,0.6640098099325568,iowa,4620.0,1269.0,3342.0
franklin,12279.0,3300.0,8190.0,0.2687515269973125,0.6669924260933301,kansas,12290.0,4303.0,7350.0
franklin,26100.0,11853.0,13691.0,0.45413793103448274,0.52455938697318,kentucky,25543.0,11867.0,13676.0
franklin,9122.0,2179.0,6943.0,0.23887305415479063,0.7611269458452093,louisiana,8474.0,1532.0,6621.0
franklin,17599.0,9677.0,7593.0,0.5498607875447469,0.4314449684641173,maine,0.0,0.0,0.0
franklin,43003.0,31274.0,8152.0,0.7272515870985745,0.1895681696625817,massachusetts,40263.0,29787.0,0.0
franklin,4267.0,1391.0,2876.0,0.3259901570189829,0.6740098429810171,mississippi,4076.0,1297.0,2779.0
franklin,52377.0,13032.0,38283.0,0.24881150123145657,0.7309124233919468,missouri,53806.0,14177.0,37233.0
franklin,1703.0,208.0,1457.0,0.12213740458015267,0.8555490311215502,nebraska,1578.0,199.0,1379.0
franklin,19420.0,8268.0,9465.0,0.42574665293511843,0.487384140061792,new york,18686.0,8262.0,10410.0
franklin,36772.0,16729.0,20043.0,0.45493854019362556,0.5450614598063744,north carolina,41822.0,17985.0,23837.0
franklin,613593.0,380854.0,228703.0,0.620694825397291,0.3727275245969234,ohio,554366.0,354347.0,200019.0
franklin,79482.0,21253.0,58229.0,0.2673938753428449,0.7326061246571551,pennsylvania,82301.0,22096.0,60205.0
franklin,18122.0,4995.0,13127.0,0.27563182871647723,0.7243681712835228,tennessee,18385.0,4009.0,13822.0
franklin,4875.0,723.0,4049.0,0.1483076923076923,0.8305641025641025,texas,4355.0,0.0,4355.0
franklin,26084.0,14817.0,9202.0,0.568049378929612,0.3527833154424168,vermont,25451.0,12208.0,10825.0
franklin,29424.0,9050.0,20318.0,0.3075720500271887,0.6905247417074497,virginia,30452.0,7906.0,22506.0
franklin,31913.0,11551.0,20324.0,0.36195280920001255,0.6368564534829066,washington,29751.0,548.0,16436.0
franklin city,3915.0,2443.0,1468.0,0.6240102171136654,0.37496807151979566,virginia,,,
frederick,139677.0,72850.0,65214.0,0.521560457340865,0.46689147103674905,maryland,151209.0,82054.0,68828.0
frederick,47858.0,16935.0,30871.0,0.3538593338626771,0.6450541184336996,virginia,51361.0,16963.0,33057.0
fredericksburg city,12552.0,7689.0,4830.0,0.6125717017208413,0.3847992351816444,virginia,,,
freeborn,16534.0,,8381.0,,0.5068948832708359,minnesota,16162.0,6084.0,10072.0
freestone,8555.0,1509.0,6899.0,0.17638807714786675,0.8064289888953828,texas,8740.0,1373.0,7367.0
fremont,25071.0,6691.0,17283.0,0.2668820549639025,0.6893622113198516,colorado,24451.0,7514.0,16172.0
fremont,6651.0,793.0,5569.0,0.11923019094872951,0.8373176965869794,idaho,6648.0,799.0,5253.0
fremont,3757.0,1297.0,2340.0,0.3452222517966463,0.6228373702422145,iowa,3506.0,974.0,2525.0
fremont,18234.0,5227.0,11505.0,0.28666227925852805,0.6309641329384666,wyoming,16664.0,4369.0,11258.0
