hud_id,project,proj_cty,proj_st,proj_zip,fips2020,yr_pis,n_units,li_units
TXA20202778,SANSOM BLUFF,SANSOM PARK,TX,76114,48439110500,2020,296.0,281.0
TXA20202779,SILVER LAKE (AKA LAGO DE PLATA),CORSICANA,TX,75110,48349970701,2020,150.0,150.0
TXA20202782,SPANISH PARK (FKA COOPER CROSSING) (AKA HUNTS VIEW APARTMENTS)*,ARLINGTON,TX,76010,48439122801,2020,350.0,350.0
TXA20202784,TAYS NORTH,EL PASO,TX,79901,48141002800,2020,278.0,278.0
TXA20202788,VIREO,HOUSTON,TX,77044,48201252002,2020,264.0,264.0
TXA20211800,333 HOLLY,THE WOODLANDS,TX,77381,48339691100,2021,332.0,332.0
TXA20211804,BRIDGE AT GRANADA,AUSTIN,TX,78753,48453040000,2021,258.0,233.0
TXA20211811,COMMONS AT MANOR VILLAGE,MANOR,TX,78653,48453002217,2021,172.0,172.0
TXA20211813,CULEBRA CREEK,SAN ANTONIO,TX,78253,48029172005,2021,312.0,312.0
TXA20211814,DECKER LOFTS,AUSTIN,TX,78724,48453002221,2021,262.0,257.0
TXA20211817,FAWN RIDGE,THE WOODLANDS,TX,77380,48339691500,2021,119.0,119.0
TXA20211821,GREEN OAKS,HOUSTON,TX,77067,48201550500,2021,177.0,177.0
TXA20211825,KATHY WHITE,EL PASO,TX,79930,48141000902,2021,78.0,78.0
TXA20211829,LEGACY RANCH @ DESSAU EAST,AUSTIN,TX,78753,48453041100,2021,232.0,0.0
TXA20211830,LIV BOERNE HILLS,BOERNE,TX,78006,48259970301,2021,162.0,120.0
TXA20211832,MAJESTIC RANCH,SAN ANTONIO,TX,78228,48029181601,2021,288.0,288.0
TXA20211833,MESA WEST,SAN ANTONIO,TX,78245,48029171916,2021,280.0,280.0
TXA20211835,MIRA VISTA RANCH APARTMENTS,SAN ANTONIO,TX,78228,48029180504,2021,312.0,312.0
TXA20211843,RESERVES AT SAN MARCOS,SAN MARCOS,TX,78666,48209010100,2021,376.0,320.0
TXA20211844,RESIDENCES OF STILLWATER,GEORGETOWN,TX,78626,48491020822,2021,192.0,192.0
TXA20211845,RIDGECREST TERRACE,DALLAS,TX,75211,48113010704,2021,250.0,250.0
TXA20211849,STALLION RIDGE,FORT WORTH,TX,76140,48439111202,2021,204.0,193.0
TXA20211851,THE ARCADIAN,CONVERSE,TX,78109,48029131610,2021,324.0,324.0
TXA20211855,THE SCOTT AT MEDIO CREEK,SAN ANTONIO,TX,78252,48029161802,2021,324.0,324.0
TXA20211858,VENTURA AT HICKORY TREE,BALCH SPRINGS,TX,75180,48113017201,2021,216.0,216.0
TXA20211859,VENTURA AT PARMER LANE,AUSTIN,TX,78653,48453042400,2021,216.0,216.0
TXA20211860,VENTURA AT TRADEWINDS,MIDLAND,TX,79706,48329010126,2021,204.0,204.0
TXA20211863,WINDWOOD I & II,KINGSLAND,TX,78639,48299970501,2021,68.0,68.0
TXA20220883,APPLEWOOD RANCH,SAN ANTONIO,TX,78252,48029161902,2022,317.0,312.0
TXA20220884,ARBOR AT WAYFOREST,HOUSTON,TX,77060,48201222601,2022,192.0,192.0
TXA20220888,AVENUE ON 34TH,HOUSTON,TX,77018,48201530200,2022,70.0,56.0
TXA20220890,BRIDGE AT TURTLE CREEK,AUSTIN,TX,78745,48453002410,2022,307.0,307.0
TXA20220893,CANYON PASS,SAN ANTONIO,TX,78260,48029191810,2022,264.0,264.0
TXA20220894,CASCADES AT ONION CREEK,AUSTIN,TX,78747,48453002445,2022,264.0,264.0
TXA20220895,COPERNICUS,SAN ANTONIO,TX,78220,48029131000,2022,318.0,318.0
TXA20220899,ENCLAVE AT LAKE POINTE,HOUSTON,TX,77044,48201232303,2022,132.0,132.0
TXA20220903,GALA AT CENTRAL PARK,HURST,TX,76053,48439113408,2022,94.0,94.0
TXA20220904,GALA AT FATE,FATE,TX,75132,48397040404,2022,185.0,185.0
TXA20220906,GALA AT WAXAHACHIE,WAXAHACHIE,TX,75165,48139060300,2022,185.0,185.0
TXA20220908,GRAND STATION,AUSTIN,TX,78728,48453045600,2022,216.0,216.0
TXA20220909,GREENLINE NORTH,SAN ANTONIO,TX,78223,48029141101,2022,292.0,292.0
TXA20220913,HERITAGE ESTATES AT WELLS BRANCH (AKA OWEN TECH),AUSTIN,TX,78728,48453045600,2022,174.0,174.0
TXA20220917,INDEPENDENCE AT COLLIN MCKINNEY,MCKINNEY,TX,75070,48085030541,2022,205.0,205.0
TXA20220920,KITTY HAWK FLATS,SAN ANTONIO,TX,78239,48029121507,2022,212.0,212.0
TXA20220921,LA CIMA,AUSTIN,TX,78744,48453002447,2022,260.0,260.0
TXA20220926,LIBERTY ARMS,TYLER,TX,75702,48423000201,2022,100.0,100.0
TXA20220928,MANCHACA COMMONS,AUSTIN,TX,78748,48453033200,2022,240.0,240.0
TXA20220930,MARSHALL APARTMENTS,AUSTIN,TX,78702,48453000804,2022,100.0,100.0
TXA20220933,MONTAGE,SAN ANTONIO,TX,78224,48029151200,2022,216.0,216.0
TXA20220934,NEW HOPE HOUSING AVENUE J,HOUSTON,TX,77011,48201311001,2022,100.0,100.0
TXA20220935,NORTHVIEW APARTMENTS,SAN ANTONIO,TX,78258,48029121911,2022,156.0,156.0
TXA20220936,PALLADIUM AT WEST FRANCIS,MIDLAND,TX,79701,48329001400,2022,240.0,217.0
TXA20220938,PALLADIUM REDBIRD,DALLAS,TX,75237,48113010904,2022,300.0,210.0
TXA20220939,PAN AMERICAN,SAN ANTONIO,TX,78237,48029171200,2022,100.0,100.0
TXA20220940,PARK AT 38THIRTY,SAN ANTONIO,TX,78229,48029181003,2022,196.0,196.0
TXA20220942,RBJ PHASE I,AUSTIN,TX,78702,48453001000,2022,279.0,273.0
TXA20220946,RICHCREST APARTMENTS,HOUSTON,TX,77060,48201240506,2022,288.0,286.0
TXA20220948,SCOTT STREET LOFTS,HOUSTON,TX,77003,48201310200,2022,123.0,98.0
TXA20220949,SOCORRO VILLAGE,SOCORRO,TX,79927,48141010401,2022,53.0,52.0
TXA20220951,TAMPICO APARTMENTS,SAN ANTONIO,TX,78207,48029110500,2022,200.0,136.0
TXA20220955,VERA IN ODESSA,ODESSA,TX,79765,48135003002,2022,288.0,288.0
TXA20220956,VI COLLINA,AUSTIN,TX,78741,48453002313,2022,170.0,170.0
TXA20220959,WATSON ROAD,,TX,99999,48XXXXXXXXX,2022,348.0,348.0
UTA20202002,BORDEN LOFTS,LOGAN,UT,84321-0000,49005001002,2020,51.0,45.0
UTA20202008,LINCOLN TOWER,SALT LAKE CITY,UT,84106-0000,49035103300,2020,95.0,95.0
UTA20202015,RIVERWALK VILLAGE,ST. GEORGE,UT,84790-0000,49053271101,2020,55.0,42.0
UTA20202019,THE RESERVE AT VIEW 78,MIDVALE,UT,84047-0000,49035112406,2020,190.0,190.0
UTA20202021,WILLOW CREEK APARTMENTS IV-V,GRANTSVILLE,UT,84029-0000,49045130800,2020,21.0,21.0
UTA20210004,HOLLY HAVEN APARTMENTS,SALT LAKE CITY,UT,84015-0000,49035114000,2021,84.0,84.0
UTA20210005,THE EXCHANGE A,SALT LAKE CITY,UT,84111-0000,49035102300,2021,286.0,72.0
UTA20210006,THE EXCHANGE B,SALT LAKE CITY,UT,84111-0000,49035102300,2021,117.0,40.0
UTA20211007,HUNTER HOLLOW,SALT LAKE CITY,UT,84120-4421,49035111601,2021,20.0,20.0
UTA20211008,JACKSON APARTMENTS,SALT LAKE CITY,UT,84101-0000,49035114000,2021,80.0,80.0
UTA20211009,MODA UNION,MIDVALE,UT,84047-0000,49035112404,2021,206.0,206.0
UTA20211010,RED ROCKS @ SIENNA HILLS,WASHINGTON,UT,84780-0000,49053270805,2021,258.0,258.0
UTA20211011,RIVER ROCK APARTMENTS,SALT LAKE CITY,UT,84111-0000,49035102300,2021,263.0,261.0
VAA20200001,BROOKDALE,CHARLOTTESVILLE,VA,22903,51003011302,2020,96.0,96.0
VAA20200002,SUNSET CREEK,HAMPTON,VA,23669,51650011600,2020,160.0,160.0
VAA20201003,ALEXANDER AT 1090 4%,RICHMOND,VA,23225,51760071003,2020,48.0,48.0
VAA20201008,ASHBURN CHASE II,ASHBURN,VA,20147,51107611014,2020,48.0,48.0
VAA20201011,CULPEPPER GARDEN I,ARLINGTON,VA,22203,51013102003,2020,210.0,210.0
VAA20201015,LEXINGTON HOUSE,LEXINGTON,VA,24450,51678930501,2020,78.0,78.0
VAA20201019,MURRAYGATE VILLAGE APARTMENTS,ALEXANDRIA,VA,22306,51059421500,2020,200.0,200.0
VAA20201020,NEW MANCHESTER FLATS V,RICHMOND,VA,23224,51760060200,2020,104.0,104.0
VAA20201022,NEWBRIDGE VILLAGE,RICHMOND,VA,23223,51087201205,2020,152.0,152.0
VAA20201023,OLIVER,RICHMOND,VA,23219,51760020400,2020,164.0,164.0
VAA20201026,RENAISSANCE II,VIRGINIA BEACH,VA,23462,51810040600,2020,96.0,96.0
VAA20201027,RETREAT AT HARBOR POINTE,NORFOLK,VA,23523,51710005100,2020,246.0,246.0
VAA20201031,SYCAMORE TOWERS,PETERSBURG,VA,23803,51730810700,2020,100.0,100.0
VAA20201032,THE CARLIN,ARLINGTON,VA,22203,51013102001,2020,162.0,161.0
VAA20201034,VAN DE VYVER,RICHMOND,VA,23219,51760030200,2020,82.0,36.0
VAA20201037,WOODLAND CROSSING,RICHMOND,VA,23234,51760070901,2020,132.0,132.0
VAA20210001,AERO II,HAMPTON,VA,23666,51XXXXXXXXX,2021,48.0,48.0
VAA20210005,ROBERT REGAN VILLAGE,BERRYVILLE,VA,22611,51043010101,2021,120.0,120.0
VAA20220002,APEX WEST,ARLINGTON,VA,22206,51013103800,2022,131.0,117.0
VAA20220003,BAKER SCHOOL,RICHMOND,VA,23220,51760030100,2022,50.0,50.0
VAA20220004,CAMBRIDGE SQUARE,BLACKSBURG,VA,24060,51121020402,2022,40.0,40.0
VAA20220007,CONCORD NORTHSIDE,RICHMOND,VA,23222,51760011100,2022,152.0,152.0
VAA20220008,FAIRFAX VILLAGE,RADFORD,VA,24141,51750010102,2022,40.0,40.0
VAA20220009,HENRICO ARMS,RICHMOND,VA,23231,51087201504,2022,232.0,232.0
VAA20220017,MASSANUTTEN MANOR,STRASBURG,VA,22657,51171040101,2022,116.0,116.0
VAA20220019,MIRAGE MANCHESTER,RICHMOND,VA,23224,51760060200,2022,139.0,139.0
VAA20220020,NEWPORT HARBOUR,NEWPORT NEWS,VA,23607,51700030400,2022,200.0,200.0
VAA20220021,OMNI PARK PLACE,ASHLAND,VA,23236,51085320601,2022,61.0,61.0
VAA20220022,PARKWOOD,FALLS CHURCH,VA,22041,51059451601,2022,225.0,225.0
VAA20220023,QUEENS COURT NORTH,ARLINGTON,VA,22209,51013101603,2022,159.0,156.0
VAA20220025,RIVERBEND III,GLOUCESTER,VA,23061,51073100203,2022,28.0,28.0
VAA20220026,SOUNDVIEW TOWNHOMES,NEWPORT NEWS,VA,23607,51700030800,2022,250.0,250.0
VAA20220028,ST. LUKE,RICHMOND,VA,23222,51087200805,2022,496.0,496.0
VAA20220030,TOWNSQUARE AT DUMFRIES,TRIANGLE,VA,22172,51153900901,2022,227.0,227.0
VAA20220031,WOODS AT BRAMBLETON TOWN CENTER SOUTH,ASHBURN,VA,20148,51107611026,2022,55.0,55.0
VTA20200001,APPLETREE APARTMENTS,FAIR HAVEN,VT,05743,50021962300,2020,40.0,40.0
VTA20200002,CHASE BLOCK,WATERBURY,VT,05676,50023954300,2020,14.0,14.0
VTA20210001,CHICKEN BONE,BURLINGTON,VT,05401,50007004100,2021,60.0,59.0
VTA20220002,DOVER PLACE AT CITY CENTER,SOUTH BURLINGTON,VT,05403,50007003600,2022,43.0,43.0
VTA20220003,FORT APARTMENTS,WINOOSKI,VT,05404,50XXXXXXXXX,2022,65.0,50.0
VTA20220004,RIVER BEND APARTMENTS,STOWE,VT,05672,50015953600,2022,16.0,11.0
WAA20200001,SANFORD HILDEBRANDT TOWERS,SEATTLE,WA,98133,53033000404,2020,372.0,370.0
WAA20200002,AN LAC,SEATTLE,WA,98144,53033008900,2020,69.0,68.0
WAA20200003,APRIL'S GROVE,EASTSOUND,WA,98245,53055960101,2020,45.0,41.0
WAA20200007,CORONADO SPRINGS COTTAGES,SEATTLE,WA,98146,53033026801,2020,148.0,146.0
WAA20200011,GARDNER HOUSE,SEATTLE,WA,98144,53033009500,2020,95.0,94.0
WAA20200012,JAYNE AULD MANOR,SPOKANE,WA,99208,53063000201,2020,48.0,47.0
WAA20200013,JUDKINS JUNCTION,SEATTLE,WA,98144,53033009000,2020,74.0,74.0
WAA20200014,KITTITAS RAD AFFORDABLE HOUSING PORTFOLIO,ELLENSBURG,WA,98926,53037975500,2020,110.0,109.0
WAA20200016,OPPORTUNITY PLACE,SEATTLE,WA,98121,53033007202,2020,145.0,144.0
WAA20200017,PANORAMA APARTMENTS,SNOQUALMIE,WA,98065,53033032703,2020,191.0,188.0
WAA20200019,RESERVE AT LACEY,LACEY,WA,98503,53067011200,2020,241.0,239.0
WAA20200021,RIVER'S EDGE AT THE PARK,MONROE,WA,98272,53061052210,2020,166.0,166.0
WAA20200022,STATION HOUSE,SEATTLE,WA,98102,53033007502,2020,110.0,110.0
WAA20200024,VIEW BY VINTAGE,BONNEY LAKE,WA,98391,53053070309,2020,408.0,408.0
WAA20200025,VILLAS AT ARLINGTON,ARLINGTON,WA,98223,53061053509,2020,312.0,310.0
WAA20200026,HEIGHTS BY VINTAGE,SEATAC,WA,98198,53033028802,2020,170.0,169.0
WAA20200033,BONANZA APARTMENTS,SEATTLE,WA,98122,53033008700,2020,87.0,87.0
WAA20200037,CROSSROADS SENIOR LIVING,BELLEVUE,WA,98008,53033023202,2020,185.0,37.0
WAA20200046,LARC @ BURIEN,BURIEN,WA,98168,53033026400,2020,161.0,160.0
WAA20200052,RESERVE AT LYNNWOOD,LYNNWOOD,WA,98036,53061051401,2020,295.0,293.0
WAA20200055,SOUTH WILBUR MANOR APARTMENTS,WALLA WALLA,WA,99362,53071920901,2020,38.0,37.0
WAA20200056,SPOKANE AT RAINIER COURT,SEATTLE,WA,98118,53033010102,2020,81.0,81.0
WAA20200061,VANCOUVER FAMILY HOUSING,VANCOUVER,WA,98662,53011041203,2020,70.0,69.0
WAA20200064,WINTER HEIGHTS,SPOKANE VALLEY,WA,99216,53063011702,2020,120.0,119.0
WAA20210001,ABBELL PORTFOLIO,SEATAC,WA,98198,53033028802,2021,212.0,209.0
WAA20210005,ASPEN TERRACE,SEATTLE,WA,98122,53033007405,2021,90.0,89.0
WAA20210006,CEDAR POINTE SENIOR APARTMENTS,ARLINGTON,WA,98223,53061053509,2021,255.0,254.0
WAA20210008,"CONFLUENCE, THE",TUKWILA,WA,98188,53033028200,2021,103.0,103.0
WAA20210009,COPPER GATE,AUBURN,WA,98002,53033030503,2021,500.0,496.0
WAA20210012,ENCORE APARTMENTS,SEATTLE,WA,98121,53033008003,2021,60.0,60.0
WAA20210013,"FARM BY VINTAGE, THE",MILL CREEK,WA,98012,53061052008,2021,354.0,352.0
WAA20210014,FILIPINO COMMUNITY VILLAGE,SEATTLE,WA,98118,53033010301,2021,95.0,94.0
WAA20210019,MANOR WAY APARTMENTS,EVERETT,WA,98204,53061041812,2021,205.0,202.0
WAA20210020,MIRABEAU COMMONS,SPOKANE VALLEY,WA,99216,53063011702,2021,120.0,118.0
WAA20210021,"ORCHARD, THE",MATTAWA,WA,99349,53025011403,2021,48.0,47.0
WAA20210022,PUBLIC PLAZA,PORT ANGELES,WA,98362,53009001000,2021,218.0,218.0
WAA20210024,RIVERVIEW APARTMENTS,EVERETT,WA,98271,53061040200,2021,200.0,200.0
WAA20210028,SUNSET OAKS,RENTON,WA,98056,53033025401,2021,60.0,59.0
WAA20210029,TRADITIONS AT FEDERAL WAY,FEDERAL WAY,WA,98003,53033030006,2021,200.0,198.0
WAA20210030,TUKWILA VILLAGE PHASE 2 SENIOR LIVING,TUKWILA,WA,98168,53033027200,2021,210.0,42.0
WAA20210031,VAN VISTA ASSISTED LIVING,VANCOUVER,WA,98660,53011042300,2021,95.0,95.0
WAA20210032,WATERMARK APARTMENTS,AUBURN,WA,98001,53033029901,2021,221.0,218.0
WAA20210033,WOODLAND NORTH,LAKE FOREST PARK,WA,98155,53033021300,2021,105.0,104.0
WAA20220005,CAPELLA AT ESTERRA PARK 4%,REDMOND,WA,98052,53033022803,2022,212.0,211.0
WAA20220007,CEDAR CROSSING,SEATTLE,WA,98115,53033002600,2022,254.0,252.0
WAA20220010,GARTEN HAUS APARTMENTS,LEAVENWORTH,WA,98826,53007960201,2022,40.0,40.0
WAA20220011,GEORGE FLEMING PLACE,SEATTLE,WA,98118,53033011101,2022,106.0,105.0
WAA20220014,HINOKI APARTMENTS,SEATTLE,WA,98104,53033009100,2022,136.0,135.0
WAA20220016,HOLLY RIDGE APARTMENTS,EVERETT,WA,98204,53061041813,2022,121.0,119.0
WAA20220017,HOPESOURCE III RURAL PRESERVATION PORTFOLIO,SUNNYSIDE,WA,98944,53077002003,2022,190.0,185.0
WAA20220018,LEGACY PLAZA SENIOR LIVING,AUBURN,WA,98001,53033030501,2022,166.0,34.0
WAA20220022,MILES TERRACE,VANCOUVER,WA,98660,53011042300,2022,69.0,69.0
WAA20220025,NORTHAVEN THREE APARTMENTS,SEATTLE,WA,98125,53033001201,2022,82.0,82.0
WAA20220028,POLARIS AT RAINIER BEACH,SEATTLE,WA,98118,53033011802,2022,306.0,303.0
WAA20220029,RAVENSWOOD APARTMENTS,LYNNWOOD,WA,98037,53061051803,2022,295.0,292.0
WAA20220034,VANTAGE II,LYNNWOOD,WA,98037,53061041901,2022,176.0,174.0
WAA20220035,WWHA HOUSING PRESERVATION PROJECT,WALLA WALLA,WA,99362,53071920600,2022,96.0,94.0
WAA20220036,WILLOW CROSSING,SEATTLE,WA,98118,53033011001,2022,211.0,211.0
WIA20220002,CABRINI SCHOOL LOFTS,OSHKOSH,WI,54901,55139000200,2022,33.0,33.0
WIA20220004,ELLA APARTMENTS,MADISON,WI,53704,55025002100,2022,135.0,135.0
WIA20220014,UNION COURT SENIOR APARTMENTS & TOWNHOMES,KENOSHA,WI,53144,55059000700,2022,111.0,111.0
WVA20200002,BROOKPARK PLACE,WHEELING,WV,26003,54069001400,2020,152.0,152.0
WVA20210005,CHARLES TOWERS,CHARLES TOWN,WV,25414,54037972505,2021,81.0,
WVA20210008,"LINDSEY TERRACE, POST GLEN, TYGART VALLEY APARTMENTS",VARIOUS,WV,11111,54XXXXXXXXX,2021,112.0,
WVA20210009,MCCORMICK CROSSING,SISTERSVILLE,WV,26175,54095961800,2021,48.0,
WVA20210012,POTOMAC HEIGHTS,KEYSER,WV,26726,54057010600,2021,141.0,
WYA20200002,SHERIDAN SQUARE,SHERIDAN,WY,82414,56033000300,2020,75.0,75.0
WYA20220001,CODY SENIOR,CODY,WY,82414,56029965402,2022,24.0,24.0
